"id","stars","date","text","useful","funny","cool","business_id","user_id"
Food was basically as I rated previously. Overly salted, nearly swimming in oil and on top of that, it was super late. 
Our waiter apologized and said he was going to take the soup off our bill and give us a free dessert if we'd like to make up for the mistake. 
I'm sorry, but in a situation like this I would expect the wait person to speak with the manager and offer a free meal or something.... not a free cup of soup. 
I'm not one to normally criticize waitstaff, because I know they work hard and customers can be rude and impatient, but I really felt like we were not taken care of during this visit. I don't know if our waiter was new, tired, or just unaware, but I don't think we'll be back to this restaurant anytime soon. 
Not a memorable birthday dinner by any means.",0,0,0,"TXiEgINSZ75d3EtvLvkc4Q","88q6XILHHatszjxxR8CGjA"
"G7OTScXR_KPoPxKm9LLfbg",3,"2010-08-19 00:00:00","Typical Red Lobster.  Busy.  Good service. Food is delish.... cant get enough of those biscuits!",0,1,0,"TXiEgINSZ75d3EtvLvkc4Q","zn2sXv_kzQ5GF0SJ4fj83Q"
"h6BI6lfS78bIPr_Y40eTLQ",4,"2017-07-19 00:00:00","The pros-
The service! Our server (who I believe is actually the bartender) couldn't have provided better service. 

The food. We didn't have an issue with the food being overly salty like others have. Their famous biscuits were perfect (and we got extras to take home), the crab linguini alfredo was tasty with large pieces of crab throughout, and there are no words to describe how delicious the vanilla bean cheesecake is. The cheesecake is a seasonal promotion for now, but I'm really hoping they keep it on the menu since they got rid of the plain cheesecake.

The cons- 
First, the wait. We came in at about 1:30pm on a Tuesday and were told the wait would be about 15 minutes. 30 minutes later we got our seats, even though we could see open tables for most of our wait. I'm guessing this is a staffing issue, and willing to consider that this might have been an unexpectedly busy afternoon for them. 

Like other reviewers have pointed out, our salads also had dark, aged lettuce, although I wouldn't describe it as making up half the salad as some have. Still, it's clear that this is not a new issue for them.

I'd definitely go back, especially for more of the vanilla bean cheesecake before the promotion ends.",1,0,0,"TXiEgINSZ75d3EtvLvkc4Q","NDnBv2zS4uV0TTjDq9xi0w"
"HLC6HNaF0MNxdeOD1YPqtg",2,"2014-03-08 00:00:00","My boyfriend and I visited for the first time ever on Thursday. I work for Darden, so I was expecting great service and delicious food. The food was nothing amazing, but it was still a decent value for the price. However, our waiter was extremely rude. He acted like it was a burden to serve us. I'm assuming it was our age, but that shouldn't matter. I'm a server myself and it's wrong to treat your guests like they are wasting your time. It made the entire experience quite disappointing.",1,0,0,"TXiEgINSZ75d3EtvLvkc4Q","PdnoHUrJBKI3CkExCPv2Pw"
"jjusWEWNRjE0HXVm7Qj1Ig",1,"2015-10-15 00:00:00","I tried this place many years ago and said I would not be coming back. Yes it is a chain and usually chain places are not great but they're also not horrible. I tried it again recently since the hubby had never been there. We've just decided that we are never going back. everything was drenched in butter. Why did it take 45 minutes for our food to get there? I was so thirsty by the end of the evening because everything was so salty. Even the cooks messed up the steak order at the table next to us. This must be their way of making money on drinks. Save yourself the trip, if you're paying this much for mediocre seafood, might as well try a nicer place downtown.",1,0,0,"TXiEgINSZ75d3EtvLvkc4Q","RCXy8ahTfQi8XEOUK1I5Cw"
"jy9suTrijZc8zW4qx6--YA",2,"2014-07-17 00:00:00","I don't know what has happened to RL, but the food is not nearly as good as it used to be, with the exception of the cheddar bay biscuits. My last two visits there were very disappointing. The food was bland. The lobster was tough and lacked flavor. Not interested in returning.",0,0,0,"TXiEgINSZ75d3EtvLvkc4Q","CZZopNAKhtlL4GbDPieGVg"
"PanomCU398DLZtw4usS5zg",4,"2016-09-18 00:00:00","Food was good but not great, while The service there was fantastic. 
We tried the 18.99 usd - unlimited shrimp. There were five different cook styles. The Grill one was the best. Lots of protein! 
If you can not finish the shrimp in your plate, the server would give you a to-go box.",0,0,0,"TXiEgINSZ75d3EtvLvkc4Q","dTe31ae7pQBc_T0MimsTwQ"
"pAoexBTQYkmtgxyrspVkxg",5,"2016-02-13 00:00:00","Very very pleasant experience! Came here for dinner and  couldn't have been happier. From the reception to servers and managers, everyone was SO friendly - I don't know if something happened to the management...

I had to give 5 stars based on the service. I was told our clam chowders might take a while, but I was okay with it, no big deal. But then our lobster pizza came out little bit late, but it definitely wasn't too much of a wait. Plus it was delicious! (But the soups still haven't come out at this point, but we were already told twice that it might take longer so whatever, didn't care much). 

Then manager came by to check up on us twice about the chowders and said they will still bring out, free of charge :) and she even took the lobster pizza off the tab too, which I thought it wasn't necessary but hey, it's free! 

Food was pretty good as well but all in all, their service deserves 5 star. Even my gf felt that service was bit overwhelming :D I'd highly recommend you give this place another try if your previous experience was bit negative.",1,0,0,"TXiEgINSZ75d3EtvLvkc4Q","z4aNM6c5nWcThpnvC2y3QQ"
"PnduIuCIdefe6Hqv3zCM5w",4,"2013-01-01 00:00:00","I am so happy they aren't keeping this crab and scallop \"pot\".  It was overly messy and no return of flavor.  Better off just having steamed crab legs instead.  Overall, Red Lobster is a great place for me to get my crab fix when I need it.  There isn't any other affordable place in town to support my cravings.",0,0,0,"TXiEgINSZ75d3EtvLvkc4Q","KImDfKRpLV1vv7in15gehg"
"QG_Hmn2gSmH0T7CaLXDVTw",2,"2014-07-03 00:00:00","Red Lobsters Biscuits is what drives me to dine at their restaurant. However, now that they sell their brand of biscuits at Costco, I fail to see why I would ever dine here again. 

I love seafood. It's my favorite food. However, Red Lobster seems to think that the best way to cook a good seafood dish is to drown it in garlic and butter. My goodness, it's ridiculous how much butter and oil is used in any given dish. I am (was) a huge fan of their Salmon New Orleans. It came with wild rice, broccoli, broiled salmon and shrimp covered in a tabasco butter sauce. I always got the sauce on the side because again, the add too much butter/oil. Since the dish is super easy to make, I decided to make it on my own with less butter. Viola! Dish turned out better than Red Lobster (IMO which is very bias I will admit) For what you pay to get a good meal, the food is very average while being coated in nothing but butter. Even the salads are iffy. 

Their food is nothing special. The most decent cooker can make anything on their menu. I never understood why the lines are always out of the damn door when I drive by on a weekend. Convenience? Must be. However, people must REALLY like it considering the wait time on a Friday or Saturday night can be up to a hour. 

If I am to leave one positive comment, the service has always been great in my past experience dining here.",0,1,0,"TXiEgINSZ75d3EtvLvkc4Q","dxjehLpGgh08vby2BksV6g"
"Qj7vDkvdzlJRYMbzzBLt8w",5,"2016-10-29 00:00:00","Haven't been to Red Lobster in years...stopped tonight and the place was packed...we waited in bar and had some yummy appetizers...artichoke dip...highly recommend.....table was roomy booth....there was 5 of us, ordered variety of entrees and drinks....absolutely no complaints....our server, Emily was wonderful ...never had to ask for a refill and went out of her way for us! Will definitely be back!",0,0,0,"TXiEgINSZ75d3EtvLvkc4Q","bEEL2uW8YtmZGeNN67bbeQ"
"Qk20OKyLW8YNfPN4hVPSvA",3,"2014-07-07 00:00:00","Solid seafood place.  I had the tilapia last visit in July 2014 and it was tasty.  The service is good but not exceptional on our average visit.  I could call this 3.5 stars quite honestly.  The one thing that could help them out I think is having more variety of fish, they usually have salmon, mahi mahi or flounder sometimes, tilapia and one other fish fry generic fish like a cod.  I would love to see them get things like grouper or sea bass, or ever more tasty fish for a weekly special like monkfish or barramundi.  But overall a solid night out for a decent price for what you get.",0,0,0,"TXiEgINSZ75d3EtvLvkc4Q","tdobWakwQAVram572TsrQQ"
"rmIiuOpBg4cNBdpHZ9R9yw",4,"2016-09-07 00:00:00","Great service.  We were there last week, just passing through the area.  Our server was new-ish and had a shadow the whole time.  Didn't need it in my opinion, she was great.  The food runner though is what prevents me from giving that last star.  WHY OH WHY do they have to carry the food tray ON the shoulder?  I do not want your hair dangling in my food.  Really, we don't.  It's such a turn off to see them walking around delivering food that way and I always just pray my food was on the other side  Yuck.",0,0,0,"TXiEgINSZ75d3EtvLvkc4Q","kkkupkNX1POvLuTAsPVb4A"
"S-vVh0DPcbZ6qXwUQkGTGw",4,"2015-11-23 00:00:00","The biscuits. Seriously!  That's why I come. The rest of the food is pretty good too but nothing beats the biscuits. As far as the rest of the food,  tried something new and got the lobster artichoke dip. It was really good however the chips were extremely salty. I got the caesar side salad. Good but a little heavy on the dressing. Then came the ultimate feast. I wasn't really hungry at this point but leftover seafood isn't great. The shrimp, lobster and crab were great. I didn't try the rice and I only ate a couple of fries which were also very salty. As far as the service it was pretty good. Took a little long to be greeted and get our waters but it wasn't horrible.",1,0,1,"TXiEgINSZ75d3EtvLvkc4Q","pUyhN_23nFMGLtNWRmdHoA"
"SkECcavvsyI53Pvn6r66WA",2,"2016-05-26 00:00:00","Service was slow.  Two other tables received their food before us and had mistakes in their orders.  My fries came out about 8 minutes after my entree did.  The shrimp was over battered and the fries were over cooked.  I wouldn't eat here again.",1,0,0,"TXiEgINSZ75d3EtvLvkc4Q","fwZSvSM3rFoXANdrzILJDA"
"TaNsLZeGHW9RckWcS7PzQQ",2,"2012-12-25 00:00:00","We had lunch at this place on X'max Eve, it was such a disappointing lunch given the food was not served 30 minutes after we finished ordering. After calling the manager the food was finally on the table but apparently there is something within this restaurant. The manger was friendly but the waiter at our table was showing us some attitude after manager was called up. So, service-wise, it was such a failure. Food is okay, just like any other red lobster place, but please keep in mind that waiting for 30 minutes is never acceptable.",0,0,0,"TXiEgINSZ75d3EtvLvkc4Q","PMAfpZUMF83jIc6xesYdbQ"
"TwypfD3u3-nyXvYFp18jqw",5,"2014-01-22 00:00:00","I'm a firm believer in second chances, and although it has taken us about a year to come back, we're glad we did. And we attribute our satisfied experience to the staff--and based on our last experience there, it was a surprise! 

First off, we were greeted by two young ladies in the front. Prompt. Polite. We were already impressed.

Our server was Wes and can I just say, he was the easily the best server we've had yet. Everything he did seemed effortless and the attention to small details were not ignored. Very polite, patient, knowledgeable, prompt--he didn't miss a beat and he didn't overdo it by constantly coming to our table. It was a seamlessly perfect dinner. At Red Lobster. WHO KNEW?!

We chose the 4-course meal which was a good thing and a bad thing. Mostly good. The bad was based on the fact we couldn't get out of our seats. 

We started off with soup: spicy chicken tortilla and New England clam chowder. Not out of this world, but still good and perfect complement to the mini-blizzard going on outside.

I had the shrimp and scallop linguini; rich and creamy but it was a perfect portion. I didn't feel like it was an overwhelming amount. Thank goodness because I ate the entire thing and I feel no guilt! =)

My boyfriend had the wood-grilled chicken with portobello wine sauce. That was also a nice portion, and the green beans were well-seasoned. We could've eaten an entire plate of that with no problem. I didn't get a chance to taste the chicken but he took it home and ate it for a late-dinner. No complaints from him as far as I know.

Desserts were a triple-chocolate brownie a la mode and caramel cheesecake. RICH. RICH. RICH. Good gracious--what a way to top off the meal. At first I was a little annoyed by the small portion, but as soon as I took a bite, I was so glad they were that size. I think my pants would've hated me. 

Huge kudos to the management and staff (especially you, Wes!) for such a great experience. We were already having a somewhat off night and we took a chance to come eat here again, hoping it wouldn't be like the first time. Not even close.

And I know the exterior was changed but I could swear the inside was remodeled as well. It just didn't seem like previous experiences at other Red Lobster locations where I felt like I was on a fishery boat. Regardless, two thumbs up!",1,0,1,"TXiEgINSZ75d3EtvLvkc4Q","BXuxdO-lBL4tdg1-AthsaQ"
"wulnK7c0PHQxLAu3G0H07A",2,"2016-04-29 00:00:00","I ate here with my wife recently.  She loves seafood, and we had a gift card.  So why not give it a shot.  Surprisingly, we didn't have to wait long to get our seats.

We were given the standard spiel with the current promotion \"lobsterfest\".  And boy, were they selling it hard.  I know the servers have to do it, but I found it annoying.  We ordered some waters with lemon.

Water arrive promptly w/o lemon.  No big deal.  Wife gets shrimp 3 ways.  I get a steak and salmon meal.  We both ordered Caesar salads.  I've never had a salad with more bad lettuce than what was brought to me.  At least half the lettuce was wilted and dark green/black slimy looking.  I told the server and he promptly brought out a different house salad.  It was fine, but the kitchen should know never to send anything out looking like that.

Our meals took a long time to arrive.  Must have been a good 40 minutes.  The food was decent enough.  My steak was rather bland.  But the salmon was good.  My wife enjoyed her shrimp.

When the bill came, it said waters w/ lemon.  Everyone has off days, I get it.  A number of points during the experience rubbed me the wrong way.  I thought Red Lobster was going through a re-branding recently.  But it seemed like the same tired interior and menu from the last time I ate at one 4 years ago.",1,1,0,"TXiEgINSZ75d3EtvLvkc4Q","s_Dg0gNZmh-Vc6yLQ34_lw"
"XpJj8Wwsbd_rjC00HGvzFw",1,"2016-01-23 00:00:00","We were quickly seated, served and our food came out quickly. My chicken sandwich was nice. So why the 1 star? I love seafood and have eaten at some amazing seafood restaurants in my time. Unfortunately Red Lobster uses MSG in a majority of its seafood. 85% of the time I eat at any Red Lobster I get sick within 30mins -1hr, so much so I need a bathroom very quickly. Two separate managers at different locations and corporate all admitted they use MSG extensively. MSG is banned in many countries as its so bad for you. The only reason its allowed in the US is that the food industry keeps pressure on the FDA. Red Lobster is the only chain I know that uses MSG and a no go for seafood. Feel free to look up MSG...linked to strokes, heart attacks, several organ failures, etc",1,1,0,"TXiEgINSZ75d3EtvLvkc4Q","QDzMM2YcB0LDLJVHDqrz3g"
"xT20ria-dB3mdAd3KVMgtA",3,"2012-10-13 00:00:00","I went here for all you can eat shrimp. The shrimp was alright, one of the plates I was brought was cold , the biscuits are great. The service was pretty good, we had about a 10 minute wait which wasn't to bad. Over all a average trip.",0,0,0,"TXiEgINSZ75d3EtvLvkc4Q","1sHVuEifFTKjcskLTsw2mg"
"xwFErVJ8UGOZ9brIlkC9Bg",5,"2015-01-15 00:00:00","This was my first time ever going to a Red Lobster, but I thoroughly enjoyed it. The flavor on everything was amazing. I would and will go back. We also had a really attentive and kind server. I also noticed that the rest of the servers were the same way.",0,0,0,"TXiEgINSZ75d3EtvLvkc4Q","MKI1lFq9S39tbH13yN5qdg"
"yT2r4PAf1BNYCIwNEBEAug",4,"2016-03-05 00:00:00","Red Lobster!! My first experience with this was so long ago I'm embarrassed to say but let's just say I was 8. 
Now I love me some seafood; especially crab legs.  Red lobster always has on there menu 1/2, 1, or 2# of crab legs either alone with a salad or in a steamer with baby red potatoes and a chewy little half cob of corn. 
Price is excellent. The best time to go is actually around 2:30 during the week or 4:00 on a weekend.  The service here is very nice.  Always acknowledged at the door and seated as soon as possible.  Drink orders are taken in a few minutes and then a bit later the entree ordering happens. Then.... The cheddar garlic biscuits arrive!  Every time I try so hard not to eat the biscuits because first of all they're loaded with kcals, and secondly they're very filling.  
Then salads arrive and I have to remind myself not to talk too much because before you know it the entrees are there.  That's the lack of 5th star.... I always feel incredibly rushed.  The crab legs come out perfectly steamed and along with the proper little utensils to crack if you need and pick the luscious crabmeat out if it's shells.  They also bring out the lemon scented towelettes not just one though about three per person and lots of extra napkins without asking... Bonus points for my servers.  They're also very good at keeping drinks filled and encouraging dessert which I've yet to be able to try.  One day we'll eat backwards with dessert first. 
Overall, pretty darn delicious for a chain restaurant.",3,0,0,"TXiEgINSZ75d3EtvLvkc4Q","Jnx8GE372nbzljZ5VqZcGA"
"_aLoasE0nyzjqdBAVw2r_g",1,"2017-05-23 00:00:00","Thought I would try again... walked into an extremely cold (a/c blasting on a cold rainy day) environment. Went to the bar, was not acknowledged. Went to the hostess, asked for a table for one. She got on the microphone. Report to me was, \"we are turning tables\", it would be about 5 minutes. She handed me a flashy thing. I looked around and saw many open tables in both the bar and the restaurant. I walked out. Lack of attention to detail.",0,0,0,"TXiEgINSZ75d3EtvLvkc4Q","6T8k1vjGVhBcsWpeRxA3zA"
"-hhcx9E5wYhsC77W23vSpQ",4,"2013-12-20 00:00:00","Been to a couple of these stores in Ottawa and fell in love with it up there. I have been to the one downtown Toronto and love it and thought we'd try this one, its a bit closer to home. 

Service was great and food was fantastic. My burger was a bit undercooked but they fixed that with no issues.  Restaurant is the same as the others (same layout). Love how the drinks are in large measuring glasses, kids get a kick out of it every time. Great family restaurant.",0,0,0,"KW4y7uDGjVfU3ClkEjIGhg","kPWYBecOy1GfrbMXNpOuGA"
"-jibvvochOqbCJCWDMEFJg",3,"2014-01-05 00:00:00","Delicious burgers. My husband and I ordered for take-out. I had the Dead Ringer and my husband had the Beverly Hills Lawsuit. Both were very good. I'd read earlier that the portions were immense. I did not find this to be true. At least not regarding take-out. Otherwise I would have given a 5 star rating. But I'd definitely say that if you're having a major burger craving that this is a place worth checking out. But the portions are disappointing.",0,0,0,"KW4y7uDGjVfU3ClkEjIGhg","yvs_5QtJCV5EYJkbcBFoxg"
"0z4tbDbFiomhqvMxr5lCMw",2,"2016-01-27 00:00:00","I was really disappointed with my most recent visit here. The service was very slow and we waited for lengthy periods of time at each stage of the meal. My sister and I both ordered a turkey burger. I received a veggie burger. By the time I got the server's attention again my husband was almost finished his meal. My sister ended up letting me have her turkey and she ate my veggie. My sisters broccoli was all brown and she couldn't eat it. The coffee and the french fries are supposed to be \"bottomless\" but we were never asked if we wanted more of anything. We waited quite awhile after asking for our bill. Which turned out to be the wrong bill. We had to wait longer for our waitress to come back and then again to get the correct bill. All in all a regrettable choice for trying to impress my visiting sister. I can only hope this was a one of and that IF I go back it will return to the standard I remembered from previous visits.",0,0,0,"KW4y7uDGjVfU3ClkEjIGhg","NWNtHkIqH-kydOVSn5spDg"
"1_VKgLCW7sFXwlAXQ5YAeA",1,"2015-09-24 00:00:00","For a place that specializes in burgers, I was disappointed with the quality of the burgers. I ordered a simple burger, medium (cooked), and when it arrived the burger was completely dried, most likely cooked from frozen on the grill without thawing first. It was honestly worse than going to McDonald's. Never again.",0,0,0,"KW4y7uDGjVfU3ClkEjIGhg","4n8xEvTXT7YvGvMcJhT3gA"
"2His9y7DaxfaAgI5Cthh4w",2,"2014-03-30 00:00:00","First and last time I visit \"The Works\"!  I ordered the Teriyaki Veggie Burger and my wife got the Nacho burger. Instead of the veggie burger they brought me a regular meat burger. Been vegetarian for 17 years but I guess that ended today after I took a bite and realized something was wrong. Asked the waitress and she said she didn't remember punching a veggie burger into the register and verified it was a meat burger. She brought me another burger and removed my burger from the bill. It was a nice gesture but still this was a pretty major error. She took the order with a pen and notepad but still it was enteted wrong. 

Food took about 40min to be served not including the burger getting redone. The veggie burger they brought me after was fine but I wouldn't go back again. The food is ok, it's over priced, service is slow and you have to look before you eat.",0,0,0,"KW4y7uDGjVfU3ClkEjIGhg","JvOr6WBUqrJCJ-kSuuuXCw"
"3kszK8ehw_bvm_25UajoOg",1,"2013-07-18 00:00:00","The chefs must have been on vacation because everything was over cooked, and I had to send my burger back. I've seen Hockey pucks that are more tender.

Other locations have been very good, and I assumed that the quality was going to be the same here. The works was going for a hat trick, but after this, it's obvious they left the goal wide open. The staff barely knows how to play the game, they should all be placed in the penalty box.

1 Star, Go somewhere else.",1,2,0,"KW4y7uDGjVfU3ClkEjIGhg","ZQrQaphpp0VINPxf0AV1rQ"
"43nYvmqwmZSuWNpSSplX2A",4,"2014-11-13 00:00:00","I've been here quite a few times in small groups, and I consistently leave satisfied with the food and the service. I don't know about some of the other reviews on here, but my servers always seem to be very much concerned about the quality of the food they've given us, making sure to ask if we're enjoying our food. 

The food tastes amazing! My friend swore that her 'Gettin' Piggy With It' was the best burger she's ever had. I also love sharing their poutine with a friend (it's too big to eat on your own, trust me) and their onion rings are superb.
For $16, you get a massive burger and a side. For $10, you get a massive bucket of poutine. Emphasis on MASSIVE. All serving sizes here are MASSIVE.

If you're having a day where you just want to endlessly stuff your face, I'd stop by here for sure. Just don't eat anything 24 hours before hand.",0,0,0,"KW4y7uDGjVfU3ClkEjIGhg","q0gfLYpiaOm1SIy70QDOPQ"
"44zfHItZKscDiCoWVn21UA",3,"2014-03-08 00:00:00","Came here with Thursday night with my girls randomly. Never heard of it before but my girl told me it was a chain she checked out in Barrie. It was a laid back atmosphere with unique touches. The shakers were light bulbs and they gave you drinks in a measuring cup. Our waitress was really nice and very attentive. They didn't have the big mushroom caps for my friends burger so they gave her two small ones didn't charge her, which was really nice. They have different options for the type of bread, patty, and side. I got the Kamikaze burger with kraft dinner on the side. It had jalapeños and cheese and banana peppers on top. They gave me Chipotle mayo on the side for free.  They said they wouldn't put the hot sauce in my burger, just on the side but they still put it on my burger which killed the taste for me. I love hot sauce but this was kind of a smoky bbq type hot sauce which I'm not a fan of. The burger wasn't too bad but not life changing either. The gluten bun started falling apart so I just ate the meat. I ordered the kids size milkshake which was ok but very sweet. Maybe a syrup they use?  Overall it was a decent experience and I wouldn't mind coming back. Great service for sure. 3.5 stars",0,0,0,"KW4y7uDGjVfU3ClkEjIGhg","PTcKYk_qU-WzbQjraE3TgQ"
"6ngybM0RF6PkWAsv_Ch3Yg",3,"2015-04-28 00:00:00","Originally had The Works when I lived in Ottawa so I was so excited when they opened one in Pickering. Unfortunately the quality was just not the same but I am willing to give it one more shot.",0,0,0,"KW4y7uDGjVfU3ClkEjIGhg","BV-zv5pURcprj1UKcYNwqQ"
"9EZd0KLogG_CIVMj7oZlBg",4,"2016-02-15 00:00:00","This is one of those places I felt I had to try a few times in order to write a review.  With so many choices and options, it seemed unfair to assign a rating with only one visit.  I've been now about three times and I'm a fan.  

The meat itself isn't a five-star patty, but it is juicy and tasty and obviously, it's the toppings and sides that really make the visit.  I like the bun they use (thick and a bit crusty).  My fave burger is the Tom Green - gouda, bacon, avocado slices and beech house sauce.  God, it's delicious.  I had previously tried the Nacho Libre, which I didn't think was anything amazing.  My husband always gets the ring of fire (an onion ring on top of the burger and filled with hotter than hell sauce), and he loves it.  Caution, it's ridiculously spicy.  

The onion rings are fantastic (I love breaded rings) and the choice of dips is fantastic.  I enjoy the beech house (like, what is IN that??? so good), the bacon/garlic aioli, the chipotle dip, sweet and spicy, ok ok, i like them all.  

Fries are really too salty, I don't even think I will order them again.  Doesn't matter though b/c the onion rings are all I need.

One last complaint is that in the winter, this place is FREEZING b/c of the garage door-windows that line the restaurant.  Bring a big scarf.",0,0,0,"KW4y7uDGjVfU3ClkEjIGhg","OZR58zI5EzOfpS_qnhniug"
"9sEmgnIERTeFgVO7qnkJSA",1,"2014-03-27 00:00:00","Normally the burgers are good, but I went with my father and even though he asked for his burger well-done it came out very rare. He sent it back, and it still came back pink. You'd think after the first time you wouldn't screw it up again. We had to leave so he never actually got to eat a burger. Bad experience overall.",1,0,0,"KW4y7uDGjVfU3ClkEjIGhg","esGKKihfTeW4qCy9ktVA7g"
"AXStXbLenPxrWxxqzGH6lA",5,"2015-01-08 00:00:00","Love it! I love the decor. Just everything about their business layout, seriously. I'm pretty much in love with the concept, decor, and atmosphere. I like how they have local/national touches (ex. Crappy Tire) and satire humour. Prices are good and food is good. Although they need to improve on the freshness of their vegetables, my salad had that toad green and I could not finish it!",0,0,0,"KW4y7uDGjVfU3ClkEjIGhg","_j80opB2kc4_GRJ_6AqF8g"
"CvTohWOiA5EXYJUjwDHIvg",2,"2016-01-13 00:00:00","The works is a decent joint. I come here whenever they send a coupon but I usually try not to because it's overpriced. They are adventurous in their burger assemblies but the burger patty itself is forgotten with all the ingredients put on it. Sometimes simplicity is best.",0,0,0,"KW4y7uDGjVfU3ClkEjIGhg","UnlrkIgodDiNitZidgStbQ"
"D9AP3TpTa5nsTU0Zfgic0w",3,"2014-08-11 00:00:00","Burgers were pretty good and my wife loved the fries.  However the service is terrible, as mentioned by a few users here already.

We could never flag down the staff as they were always chatting in the back and never refilled our water.  Asked for mayonnaise but the waitress went back to chat with the chefs and had to ask again. Would have been OK if they were busy but the place was pretty empty and with 3 waitresses attending to 6 tables or so there should be no excuses.",0,0,0,"KW4y7uDGjVfU3ClkEjIGhg","jg3zs74fuQePcjPjnjy-Xw"
"DkbZVJX8_Gyi20gpw5jULg",4,"2016-06-03 00:00:00","My boyfriend and I went here tonight for a late dinner. The waitress asked what beer we wanted when she greeted us. I thought that was a little pushy. When we ordered our burgers she tried getting us to get gravy too. My boyfriend said \"they really try to up-sell you here.\" 
Burgers were great. Bacon is thick and crispy. I had sweet potato fries. The sauce that came with the fries was amazing! Drinks come in liquid measuring glasses. I found that weird. 
I would return. I love the wide selection. There are gluten-free buns for those wondering. 2 burgers, fries & sweet potato fries came to $37 with tax.",0,0,0,"KW4y7uDGjVfU3ClkEjIGhg","pUjccQauq08ICVR480S-Lg"
"G93ChxtVQN2D7cfbQgOOVg",4,"2016-09-13 00:00:00","Only went to this location once as opposed to a few times in Kingston, but the burgers, shakes, and style were good all the same. This one only gets 4 stars though because the one night I went a while back they were down to a single beef pattie. How does that happen at a burger restaurant?! Haha",0,0,0,"KW4y7uDGjVfU3ClkEjIGhg","zJ_31n1vzYT2EELRVPQYIw"
"hn4G2mQRtehrmiN5XMkgGw",5,"2017-02-09 00:00:00","Went for the first time last week with my girlfriend and we absolutely loved it. The waitress was extremely nice and the burgers we got were perfect. Wouldn't change a thing!",0,0,0,"KW4y7uDGjVfU3ClkEjIGhg","SDEQqfiLuwbVGZNSqJTS7w"
"H_IlEedXh00aBEIk4UqjcA",1,"2013-08-19 00:00:00","I have now been to The Works Pickering location 4 times, with each visit becoming progressively worse.  Generally the service is extremely poor, food is constantly being sent back to the kitchen and orders are sent out that are incorrect and missing toppings.  I find it hard to blame the staff completely for the errors as they are lead by a incompetent manager that has no idea what customer service is about.  When a problem is brought to her attention, she is like a deer in the headlights with no idea what to do.  It is very unfortunate that this one location is so bad because overall I really do love The Works burgers. Avoid this location!!",3,0,0,"KW4y7uDGjVfU3ClkEjIGhg","K9D_Zwd0V_Ws4-H5DCcCiw"
"i2Yf7KM1-zae-xZ7iS3QhQ",1,"2014-02-27 00:00:00","Worst service EVER!!! Went there with my parents and kids one day (6 people).  We got there around 2, no one came to our table for 20 minutes.  When we placed the order it took over an hour with someone telling us every 10 minutes any minute now.  When the food came they screwed up my kids meals completely!!! Ended up walking out and starving... Went over to Big Boy and was served promptly and without error",0,1,0,"KW4y7uDGjVfU3ClkEjIGhg","4dVgvYYgrem4rhz5CoBk6g"
"isH7eKGTYaXkv4QsbtR52A",1,"2014-10-26 00:00:00","Place looked nice from the outside with a lot of ppl inside.. went with my toddler and wife to check out their poutine.  We end up ordering burgers as well and my wife told the waiter well done she's pregnant. .. when we receive the burgers my wife takes a bite and notices the burger is red inside ... we let the waiter know he offers to through the burger back on the grill lol.. seriously lol.. we send it back stating we don't want the burger and when I get the bill they charge us for the burger lol.. I ask the waiter what's going on he tells us his boss wouldn't let him take it off and actually says can you please speak with her he can't do nothing about he's already tried lol.. we then speak to the boss and she she tells my wife that's their well done ... bottom line didn't pay for the  burger wouldn't hold back..",0,0,0,"KW4y7uDGjVfU3ClkEjIGhg","BOuFc7AIx1poMLVclFBl9g"
"JjTrPab-6FV96Dqb5LRoZg",4,"2015-01-08 00:00:00","This is my first visit to the Works and i must say, i was a bit surprised by the choices they offer.  Some were very creative.  After perusing the menu for about 10 minutes and enjoying a beverage while trying to figure out what i wanted to eat, i noticed they also had different selections of meat to choose from.  I finally decided on the Teriyaki melt with Coleslaw and ask for the patty to be Elk.  I asked that they not put any mushrooms on my burger and substitute caramelized onions instead.   With Elk being such  a lean meat and i like wild game and its been  a while since i had elk so the test is to see if they over cook a lean meat like this.  I'm experienced and ready to pass judgment.  It takes a while for the food to come but i had a pleasant waitress named Jaden and games on my phone to keep me occupied until my meal arrived.  Still enjoying that beverage i mentioned at the beginning by the way.  So my meal arrives and i decided to try the coleslaw first.  Now that was not what i expected but it was the kind of good surprise for a change.  They use some type of pepper mayo in the slaw, and if i heard her right it has a bit of Jalapeno in it.  That slaw had some kick but it was good.  I can honestly say i have never had anything like it before and found it quite creative and appealing for those who like a bit of spice.  Next the burger.  I love Teriyaki and i love elk so if they did it wrong it will be a disaster.  Fortunately for me, they did it right.  The burger was juicy and the Teriyaki seemed to soak right in and keep it moist like it should be.  Elk is  a difficult protein to cook and some people can turn it into shoe leather real quick so the cook was on his game tonight.  Now it was a bit pricey for a burger but if you do it right it will be worth every penny.   Also i like the restaurant itself.  It looked like they could open up the garage door sized windows in the summer which i think i s cool, and the place is clean and modern and trendy.  Once you get past choice overload, its all good.  I will be back again soon, i think next time we will try a turkey burger and see if they can keep up the good work.",1,0,1,"KW4y7uDGjVfU3ClkEjIGhg","UhlXS6NdA5k4SRunpcKHJw"
